"TSA","Date","Cases_Raw","Hospitalizations_Total","CI_Lower","CI_Upper"
"J - Midland/Odessa",2020-05-13,32,30.1428571428571,NA,NA
"J - Midland/Odessa",2020-05-14,30,30.4285714285714,NA,NA
"J - Midland/Odessa",2020-05-15,30,30.5714285714286,NA,NA
"J - Midland/Odessa",2020-05-16,27,29.8571428571429,NA,NA
"J - Midland/Odessa",2020-05-17,22,28.7142857142857,NA,NA
"J - Midland/Odessa",2020-05-18,18,26.8571428571429,NA,NA
"J - Midland/Odessa",2020-05-19,18,25.2857142857143,NA,NA
"J - Midland/Odessa",2020-05-20,12,22.4285714285714,NA,NA
"J - Midland/Odessa",2020-05-21,9,19.4285714285714,NA,NA
"J - Midland/Odessa",2020-05-22,9,16.4285714285714,NA,NA
"J - Midland/Odessa",2020-05-23,10,14,NA,NA
"J - Midland/Odessa",2020-05-24,11,12.4285714285714,NA,NA
"J - Midland/Odessa",2020-05-25,15,12,NA,NA
"J - Midland/Odessa",2020-05-26,16,11.7142857142857,NA,NA
"J - Midland/Odessa",2020-05-27,16,12.2857142857143,NA,NA
"J - Midland/Odessa",2020-05-28,17,13.4285714285714,NA,NA
"J - Midland/Odessa",2020-05-29,19,14.8571428571429,NA,NA
"J - Midland/Odessa",2020-05-30,16,15.7142857142857,NA,NA
"J - Midland/Odessa",2020-05-31,17,16.5714285714286,NA,NA
"J - Midland/Odessa",2020-06-01,18,17,NA,NA
"J - Midland/Odessa",2020-06-02,19,17.4285714285714,NA,NA
"J - Midland/Odessa",2020-06-03,18,17.7142857142857,NA,NA
"J - Midland/Odessa",2020-06-04,18,17.8571428571429,NA,NA
"J - Midland/Odessa",2020-06-05,19,17.8571428571429,NA,NA
"J - Midland/Odessa",2020-06-06,20,18.4285714285714,NA,NA
"J - Midland/Odessa",2020-06-07,22,19.1428571428571,NA,NA
"J - Midland/Odessa",2020-06-08,23,19.8571428571429,NA,NA
"J - Midland/Odessa",2020-06-09,23,20.4285714285714,NA,NA
"J - Midland/Odessa",2020-06-10,23,21.1428571428571,NA,NA
"J - Midland/Odessa",2020-06-11,19,21.2857142857143,NA,NA
"J - Midland/Odessa",2020-06-12,20,21.4285714285714,NA,NA
"J - Midland/Odessa",2020-06-13,21,21.5714285714286,NA,NA
"J - Midland/Odessa",2020-06-14,21,21.4285714285714,NA,NA
"J - Midland/Odessa",2020-06-15,23,21.4285714285714,NA,NA
"J - Midland/Odessa",2020-06-16,25,21.7142857142857,NA,NA
"J - Midland/Odessa",2020-06-17,25,22,NA,NA
"J - Midland/Odessa",2020-06-18,23,22.5714285714286,NA,NA
"J - Midland/Odessa",2020-06-19,25,23.2857142857143,NA,NA
"J - Midland/Odessa",2020-06-20,27,24.1428571428571,NA,NA
"J - Midland/Odessa",2020-06-21,32,25.7142857142857,NA,NA
"J - Midland/Odessa",2020-06-22,35,27.4285714285714,NA,NA
"J - Midland/Odessa",2020-06-23,43,30,NA,NA
"J - Midland/Odessa",2020-06-24,39,32,NA,NA
"J - Midland/Odessa",2020-06-25,47,35.4285714285714,NA,NA
"J - Midland/Odessa",2020-06-26,46,38.4285714285714,NA,NA
"J - Midland/Odessa",2020-06-27,56,42.5714285714286,NA,NA
"J - Midland/Odessa",2020-06-28,58,46.2857142857143,NA,NA
"J - Midland/Odessa",2020-06-29,54,49,NA,NA
"J - Midland/Odessa",2020-06-30,58,51.1428571428571,NA,NA
"J - Midland/Odessa",2020-07-01,59,54,NA,NA
"J - Midland/Odessa",2020-07-02,60,55.8571428571429,NA,NA
"J - Midland/Odessa",2020-07-03,72,59.5714285714286,NA,NA
"J - Midland/Odessa",2020-07-04,81,63.1428571428571,NA,NA
"J - Midland/Odessa",2020-07-05,91,67.8571428571429,NA,NA
"J - Midland/Odessa",2020-07-06,90,73,NA,NA
"J - Midland/Odessa",2020-07-07,85,76.8571428571429,NA,NA
"J - Midland/Odessa",2020-07-08,87,80.8571428571429,NA,NA
"J - Midland/Odessa",2020-07-09,101,86.7142857142857,NA,NA
"J - Midland/Odessa",2020-07-10,106,91.5714285714286,NA,NA
"J - Midland/Odessa",2020-07-11,114,96.2857142857143,NA,NA
"J - Midland/Odessa",2020-07-12,113,99.4285714285714,NA,NA
"J - Midland/Odessa",2020-07-13,113,102.714285714286,NA,NA
"J - Midland/Odessa",2020-07-14,121,107.857142857143,NA,NA
"J - Midland/Odessa",2020-07-15,130,114,NA,NA
"J - Midland/Odessa",2020-07-16,130,118.142857142857,NA,NA
"J - Midland/Odessa",2020-07-17,119,120,NA,NA
"J - Midland/Odessa",2020-07-18,NA,121.857142857143,121.004565201174,122.709720513111
"J - Midland/Odessa",2020-07-19,NA,123.714285714286,121.807864119442,125.620707309129
"J - Midland/Odessa",2020-07-20,NA,125.571428571429,122.381375087175,128.761482055682
"J - Midland/Odessa",2020-07-21,NA,127.428571428571,122.758811286582,132.09833157056
"J - Midland/Odessa",2020-07-22,NA,129.285714285714,122.962829163388,135.60859940804
"J - Midland/Odessa",2020-07-23,NA,131.142857142857,123.00978466005,139.275929625664
"J - Midland/Odessa",2020-07-24,NA,133,122.912165132003,143.087834867997
"J - Midland/Odessa",2020-07-25,NA,134.857142857143,122.679898237393,147.034387476893
"J - Midland/Odessa",2020-07-26,NA,136.714285714286,122.321118309394,151.107453119177
"J - Midland/Odessa",2020-07-27,NA,138.571428571428,121.842646969323,155.300210173534
"K - San Angelo",2020-03-04,NA,NA,NA,NA
"K - San Angelo",2020-03-05,NA,NA,NA,NA
"K - San Angelo",2020-03-06,NA,NA,NA,NA
"K - San Angelo",2020-03-07,NA,NA,NA,NA
"K - San Angelo",2020-03-08,NA,NA,NA,NA
"K - San Angelo",2020-03-09,NA,NA,NA,NA
"K - San Angelo",2020-03-10,NA,NA,NA,NA
"K - San Angelo",2020-03-11,NA,NA,NA,NA
"K - San Angelo",2020-03-12,NA,NA,NA,NA
"K - San Angelo",2020-03-13,NA,NA,NA,NA
"K - San Angelo",2020-03-14,NA,NA,NA,NA
"K - San Angelo",2020-03-15,NA,NA,NA,NA
"K - San Angelo",2020-03-16,NA,NA,NA,NA
"K - San Angelo",2020-03-17,NA,NA,NA,NA
"K - San Angelo",2020-03-18,NA,NA,NA,NA
"K - San Angelo",2020-03-19,NA,NA,NA,NA
"K - San Angelo",2020-03-20,NA,NA,NA,NA
"K - San Angelo",2020-03-21,NA,NA,NA,NA
"K - San Angelo",2020-03-22,NA,NA,NA,NA
"K - San Angelo",2020-03-23,NA,NA,NA,NA
"K - San Angelo",2020-03-24,NA,NA,NA,NA
"K - San Angelo",2020-03-25,NA,NA,NA,NA
"K - San Angelo",2020-03-26,NA,NA,NA,NA
"K - San Angelo",2020-03-27,NA,NA,NA,NA
"K - San Angelo",2020-03-28,NA,NA,NA,NA
"K - San Angelo",2020-03-29,NA,NA,NA,NA
"K - San Angelo",2020-03-30,NA,NA,NA,NA
"K - San Angelo",2020-03-31,NA,NA,NA,NA
"K - San Angelo",2020-04-01,NA,NA,NA,NA
"K - San Angelo",2020-04-02,NA,NA,NA,NA
"K - San Angelo",2020-04-03,NA,NA,NA,NA
"K - San Angelo",2020-04-04,NA,NA,NA,NA
"K - San Angelo",2020-04-05,NA,NA,NA,NA
"K - San Angelo",2020-04-06,NA,NA,NA,NA
"K - San Angelo",2020-04-07,NA,NA,NA,NA
"K - San Angelo",2020-04-08,NA,NA,NA,NA
"K - San Angelo",2020-04-09,NA,NA,NA,NA
"K - San Angelo",2020-04-10,NA,NA,NA,NA
"K - San Angelo",2020-04-11,NA,NA,NA,NA
"K - San Angelo",2020-04-12,0,NA,NA,NA
"K - San Angelo",2020-04-13,0,NA,NA,NA
"K - San Angelo",2020-04-14,0,NA,NA,NA
"K - San Angelo",2020-04-15,0,NA,NA,NA
"K - San Angelo",2020-04-16,0,NA,NA,NA
"K - San Angelo",2020-04-17,0,NA,NA,NA
"K - San Angelo",2020-04-18,0,NA,NA,NA
"K - San Angelo",2020-04-19,0,NA,NA,NA
"K - San Angelo",2020-04-20,0,NA,NA,NA
"K - San Angelo",2020-04-21,0,NA,NA,NA
"K - San Angelo",2020-04-22,0,NA,NA,NA
"K - San Angelo",2020-04-23,0,NA,NA,NA
"K - San Angelo",2020-04-24,0,NA,NA,NA
"K - San Angelo",2020-04-25,0,NA,NA,NA
"K - San Angelo",2020-04-26,4,NA,NA,NA
"K - San Angelo",2020-04-27,2,NA,NA,NA
"K - San Angelo",2020-04-28,0,NA,NA,NA
"K - San Angelo",2020-04-29,0,NA,NA,NA
"K - San Angelo",2020-04-30,0,NA,NA,NA
"K - San Angelo",2020-05-01,0,NA,NA,NA
"K - San Angelo",2020-05-02,0,NA,NA,NA
"K - San Angelo",2020-05-03,0,NA,NA,NA
"K - San Angelo",2020-05-04,0,NA,NA,NA
"K - San Angelo",2020-05-05,0,NA,NA,NA
"K - San Angelo",2020-05-06,0,NA,NA,NA
"K - San Angelo",2020-05-07,0,NA,NA,NA
"K - San Angelo",2020-05-08,0,NA,NA,NA
"K - San Angelo",2020-05-09,1,NA,NA,NA
"K - San Angelo",2020-05-10,2,NA,NA,NA
"K - San Angelo",2020-05-11,2,NA,NA,NA
"K - San Angelo",2020-05-12,1,NA,NA,NA
"K - San Angelo",2020-05-13,0,NA,NA,NA
"K - San Angelo",2020-05-14,0,NA,NA,NA
"K - San Angelo",2020-05-15,0,NA,NA,NA
"K - San Angelo",2020-05-16,0,NA,NA,NA
"K - San Angelo",2020-05-17,0,NA,NA,NA
"K - San Angelo",2020-05-18,0,NA,NA,NA
"K - San Angelo",2020-05-19,0,NA,NA,NA
"K - San Angelo",2020-05-20,3,NA,NA,NA
"K - San Angelo",2020-05-21,0,NA,NA,NA
"K - San Angelo",2020-05-22,0,NA,NA,NA
"K - San Angelo",2020-05-23,0,NA,NA,NA
"K - San Angelo",2020-05-24,0,NA,NA,NA
"K - San Angelo",2020-05-25,0,NA,NA,NA
"K - San Angelo",2020-05-26,0,NA,NA,NA
"K - San Angelo",2020-05-27,0,NA,NA,NA
"K - San Angelo",2020-05-28,1,NA,NA,NA
"K - San Angelo",2020-05-29,1,NA,NA,NA
"K - San Angelo",2020-05-30,1,NA,NA,NA
"K - San Angelo",2020-05-31,1,NA,NA,NA
"K - San Angelo",2020-06-01,0,NA,NA,NA
"K - San Angelo",2020-06-02,0,NA,NA,NA
"K - San Angelo",2020-06-03,0,NA,NA,NA
"K - San Angelo",2020-06-04,2,NA,NA,NA
"K - San Angelo",2020-06-05,2,NA,NA,NA
"K - San Angelo",2020-06-06,2,NA,NA,NA
"K - San Angelo",2020-06-07,2,NA,NA,NA
"K - San Angelo",2020-06-08,2,NA,NA,NA
"K - San Angelo",2020-06-09,2,NA,NA,NA
"K - San Angelo",2020-06-10,0,NA,NA,NA
"K - San Angelo",2020-06-11,0,NA,NA,NA
"K - San Angelo",2020-06-12,1,NA,NA,NA
"K - San Angelo",2020-06-13,1,NA,NA,NA
"K - San Angelo",2020-06-14,2,NA,NA,NA
"K - San Angelo",2020-06-15,2,NA,NA,NA
"K - San Angelo",2020-06-16,2,NA,NA,NA
"K - San Angelo",2020-06-17,2,NA,NA,NA
"K - San Angelo",2020-06-18,2,NA,NA,NA
"K - San Angelo",2020-06-19,3,NA,NA,NA
"K - San Angelo",2020-06-20,3,NA,NA,NA
"K - San Angelo",2020-06-21,5,NA,NA,NA
"K - San Angelo",2020-06-22,6,NA,NA,NA
"K - San Angelo",2020-06-23,7,NA,NA,NA
"K - San Angelo",2020-06-24,8,NA,NA,NA
"K - San Angelo",2020-06-25,12,NA,NA,NA
"K - San Angelo",2020-06-26,12,NA,NA,NA
"K - San Angelo",2020-06-27,15,NA,NA,NA
"K - San Angelo",2020-06-28,15,NA,NA,NA
"K - San Angelo",2020-06-29,15,NA,NA,NA
"K - San Angelo",2020-06-30,15,NA,NA,NA
"K - San Angelo",2020-07-01,15,NA,NA,NA
"K - San Angelo",2020-07-02,33,NA,NA,NA
"K - San Angelo",2020-07-03,26,NA,NA,NA
"K - San Angelo",2020-07-04,28,NA,NA,NA
"K - San Angelo",2020-07-05,27,NA,NA,NA
"K - San Angelo",2020-07-06,28,NA,NA,NA
"K - San Angelo",2020-07-07,37,NA,NA,NA
"K - San Angelo",2020-07-08,36,NA,NA,NA
"K - San Angelo",2020-07-09,47,NA,NA,NA
"K - San Angelo",2020-07-10,49,NA,NA,NA
"K - San Angelo",2020-07-11,51,NA,NA,NA
"K - San Angelo",2020-07-12,41,NA,NA,NA
"K - San Angelo",2020-07-13,39,NA,NA,NA
"K - San Angelo",2020-07-14,39,NA,NA,NA
"K - San Angelo",2020-07-15,39,NA,NA,NA
"K - San Angelo",2020-07-16,32,NA,NA,NA
"K - San Angelo",2020-07-17,41,NA,NA,NA
"K - San Angelo",2020-07-18,NA,NA,NA,NA
"K - San Angelo",2020-07-19,NA,NA,NA,NA
"K - San Angelo",2020-07-20,NA,NA,NA,NA
"K - San Angelo",2020-07-21,NA,NA,NA,NA
"K - San Angelo",2020-07-22,NA,NA,NA,NA
"K - San Angelo",2020-07-23,NA,NA,NA,NA
"K - San Angelo",2020-07-24,NA,NA,NA,NA
"K - San Angelo",2020-07-25,NA,NA,NA,NA
"K - San Angelo",2020-07-26,NA,NA,NA,NA
"K - San Angelo",2020-07-27,NA,NA,NA,NA
"L - Belton/Killeen",2020-03-04,NA,NA,NA,NA
"L - Belton/Killeen",2020-03-05,NA,NA,NA,NA
"L - Belton/Killeen",2020-03-06,NA,NA,NA,NA
"L - Belton/Killeen",2020-03-07,NA,NA,NA,NA
"L - Belton/Killeen",2020-03-08,NA,NA,NA,NA
"L - Belton/Killeen",2020-03-09,NA,NA,NA,NA
"L - Belton/Killeen",2020-03-10,NA,NA,NA,NA
"L - Belton/Killeen",2020-03-11,NA,NA,NA,NA
"L - Belton/Killeen",2020-03-12,NA,NA,NA,NA
"L - Belton/Killeen",2020-03-13,NA,NA,NA,NA
"L - Belton/Killeen",2020-03-14,NA,NA,NA,NA
"L - Belton/Killeen",2020-03-15,NA,NA,NA,NA
"L - Belton/Killeen",2020-03-16,NA,NA,NA,NA
"L - Belton/Killeen",2020-03-17,NA,NA,NA,NA
"L - Belton/Killeen",2020-03-18,NA,NA,NA,NA
"L - Belton/Killeen",2020-03-19,NA,NA,NA,NA
"L - Belton/Killeen",2020-03-20,NA,NA,NA,NA
"L - Belton/Killeen",2020-03-21,NA,NA,NA,NA
"L - Belton/Killeen",2020-03-22,NA,NA,NA,NA
"L - Belton/Killeen",2020-03-23,NA,NA,NA,NA
"L - Belton/Killeen",2020-03-24,NA,NA,NA,NA
"L - Belton/Killeen",2020-03-25,NA,NA,NA,NA
"L - Belton/Killeen",2020-03-26,NA,NA,NA,NA
"L - Belton/Killeen",2020-03-27,NA,NA,NA,NA
"L - Belton/Killeen",2020-03-28,NA,NA,NA,NA
"L - Belton/Killeen",2020-03-29,NA,NA,NA,NA
"L - Belton/Killeen",2020-03-30,NA,NA,NA,NA
"L - Belton/Killeen",2020-03-31,NA,NA,NA,NA
"L - Belton/Killeen",2020-04-01,NA,NA,NA,NA
"L - Belton/Killeen",2020-04-02,NA,NA,NA,NA
"L - Belton/Killeen",2020-04-03,NA,NA,NA,NA
"L - Belton/Killeen",2020-04-04,NA,NA,NA,NA
"L - Belton/Killeen",2020-04-05,NA,NA,NA,NA
"L - Belton/Killeen",2020-04-06,NA,NA,NA,NA
"L - Belton/Killeen",2020-04-07,NA,NA,NA,NA
"L - Belton/Killeen",2020-04-08,NA,NA,NA,NA
"L - Belton/Killeen",2020-04-09,NA,NA,NA,NA
"L - Belton/Killeen",2020-04-10,NA,NA,NA,NA
"L - Belton/Killeen",2020-04-11,NA,NA,NA,NA
"L - Belton/Killeen",2020-04-12,11,NA,NA,NA
"L - Belton/Killeen",2020-04-13,12,NA,NA,NA
"L - Belton/Killeen",2020-04-14,13,NA,NA,NA
"L - Belton/Killeen",2020-04-15,16,NA,NA,NA
"L - Belton/Killeen",2020-04-16,16,NA,NA,NA
"L - Belton/Killeen",2020-04-17,15,NA,NA,NA
"L - Belton/Killeen",2020-04-18,15,14,NA,NA
"L - Belton/Killeen",2020-04-19,12,14.1428571428571,NA,NA
"L - Belton/Killeen",2020-04-20,11,14,NA,NA
"L - Belton/Killeen",2020-04-21,15,14.2857142857143,NA,NA
"L - Belton/Killeen",2020-04-22,13,13.8571428571429,NA,NA
"L - Belton/Killeen",2020-04-23,15,13.7142857142857,NA,NA
"L - Belton/Killeen",2020-04-24,16,13.8571428571429,NA,NA
"L - Belton/Killeen",2020-04-25,12,13.4285714285714,NA,NA
"L - Belton/Killeen",2020-04-26,16,14,NA,NA
"L - Belton/Killeen",2020-04-27,16,14.7142857142857,NA,NA
"L - Belton/Killeen",2020-04-28,14,14.5714285714286,NA,NA
"L - Belton/Killeen",2020-04-29,16,15,NA,NA
"L - Belton/Killeen",2020-04-30,15,15,NA,NA
"L - Belton/Killeen",2020-05-01,12,14.4285714285714,NA,NA
"L - Belton/Killeen",2020-05-02,17,15.1428571428571,NA,NA
"L - Belton/Killeen",2020-05-03,13,14.7142857142857,NA,NA
"L - Belton/Killeen",2020-05-04,12,14.1428571428571,NA,NA
"L - Belton/Killeen",2020-05-05,17,14.5714285714286,NA,NA
"L - Belton/Killeen",2020-05-06,12,14,NA,NA
"L - Belton/Killeen",2020-05-07,11,13.4285714285714,NA,NA
"L - Belton/Killeen",2020-05-08,12,13.4285714285714,NA,NA
"L - Belton/Killeen",2020-05-09,9,12.2857142857143,NA,NA
"L - Belton/Killeen",2020-05-10,9,11.7142857142857,NA,NA
"L - Belton/Killeen",2020-05-11,9,11.2857142857143,NA,NA
"L - Belton/Killeen",2020-05-12,12,10.5714285714286,NA,NA
"L - Belton/Killeen",2020-05-13,14,10.8571428571429,NA,NA
"L - Belton/Killeen",2020-05-14,9,10.5714285714286,NA,NA
"L - Belton/Killeen",2020-05-15,15,11,NA,NA
"L - Belton/Killeen",2020-05-16,11,11.2857142857143,NA,NA
"L - Belton/Killeen",2020-05-17,11,11.5714285714286,NA,NA
"L - Belton/Killeen",2020-05-18,14,12.2857142857143,NA,NA
"L - Belton/Killeen",2020-05-19,19,13.2857142857143,NA,NA
"L - Belton/Killeen",2020-05-20,21,14.2857142857143,NA,NA
"L - Belton/Killeen",2020-05-21,10,14.4285714285714,NA,NA
"L - Belton/Killeen",2020-05-22,19,15,NA,NA
"L - Belton/Killeen",2020-05-23,13,15.2857142857143,NA,NA
"L - Belton/Killeen",2020-05-24,12,15.4285714285714,NA,NA
"L - Belton/Killeen",2020-05-25,10,14.8571428571429,NA,NA
"L - Belton/Killeen",2020-05-26,2,12.4285714285714,NA,NA
"L - Belton/Killeen",2020-05-27,4,10,NA,NA
"L - Belton/Killeen",2020-05-28,6,9.42857142857143,NA,NA
"L - Belton/Killeen",2020-05-29,9,8,NA,NA
"L - Belton/Killeen",2020-05-30,9,7.42857142857143,NA,NA
"L - Belton/Killeen",2020-05-31,17,8.14285714285714,NA,NA
"L - Belton/Killeen",2020-06-01,21,9.71428571428571,NA,NA
"L - Belton/Killeen",2020-06-02,21,12.4285714285714,NA,NA
"L - Belton/Killeen",2020-06-03,25,15.4285714285714,NA,NA
"L - Belton/Killeen",2020-06-04,24,18,NA,NA
"L - Belton/Killeen",2020-06-05,25,20.2857142857143,NA,NA
"L - Belton/Killeen",2020-06-06,22,22.1428571428571,NA,NA
"L - Belton/Killeen",2020-06-07,24,23.1428571428571,NA,NA
"L - Belton/Killeen",2020-06-08,22,23.2857142857143,NA,NA
"L - Belton/Killeen",2020-06-09,20,23.1428571428571,NA,NA
"L - Belton/Killeen",2020-06-10,18,22.1428571428571,NA,NA
"L - Belton/Killeen",2020-06-11,19,21.4285714285714,NA,NA
"L - Belton/Killeen",2020-06-12,16,20.1428571428571,NA,NA
"L - Belton/Killeen",2020-06-13,17,19.4285714285714,NA,NA
"L - Belton/Killeen",2020-06-14,16,18.2857142857143,NA,NA
"L - Belton/Killeen",2020-06-15,16,17.4285714285714,NA,NA
"L - Belton/Killeen",2020-06-16,14,16.5714285714286,NA,NA
"L - Belton/Killeen",2020-06-17,15,16.1428571428571,NA,NA
"L - Belton/Killeen",2020-06-18,20,16.2857142857143,NA,NA
"L - Belton/Killeen",2020-06-19,18,16.5714285714286,NA,NA
"L - Belton/Killeen",2020-06-20,18,16.7142857142857,NA,NA
"L - Belton/Killeen",2020-06-21,20,17.2857142857143,NA,NA
"L - Belton/Killeen",2020-06-22,24,18.4285714285714,NA,NA
"L - Belton/Killeen",2020-06-23,31,20.8571428571429,NA,NA
"L - Belton/Killeen",2020-06-24,33,23.4285714285714,NA,NA
"L - Belton/Killeen",2020-06-25,24,24,NA,NA
"L - Belton/Killeen",2020-06-26,30,25.7142857142857,NA,NA
"L - Belton/Killeen",2020-06-27,40,28.8571428571429,NA,NA
"L - Belton/Killeen",2020-06-28,34,30.8571428571429,NA,NA
"L - Belton/Killeen",2020-06-29,34,32.2857142857143,NA,NA
"L - Belton/Killeen",2020-06-30,31,32.2857142857143,NA,NA
"L - Belton/Killeen",2020-07-01,40,33.2857142857143,NA,NA
"L - Belton/Killeen",2020-07-02,47,36.5714285714286,NA,NA
"L - Belton/Killeen",2020-07-03,51,39.5714285714286,NA,NA
"L - Belton/Killeen",2020-07-04,55,41.7142857142857,NA,NA
"L - Belton/Killeen",2020-07-05,62,45.7142857142857,NA,NA
"L - Belton/Killeen",2020-07-06,61,49.5714285714286,NA,NA
"L - Belton/Killeen",2020-07-07,69,55,NA,NA
"L - Belton/Killeen",2020-07-08,76,60.1428571428571,NA,NA
"L - Belton/Killeen",2020-07-09,75,64.1428571428571,NA,NA
"L - Belton/Killeen",2020-07-10,73,67.2857142857143,NA,NA
"L - Belton/Killeen",2020-07-11,76,70.2857142857143,NA,NA
"L - Belton/Killeen",2020-07-12,77,72.4285714285714,NA,NA
"L - Belton/Killeen",2020-07-13,75,74.4285714285714,NA,NA
"L - Belton/Killeen",2020-07-14,100,78.8571428571429,NA,NA
"L - Belton/Killeen",2020-07-15,97,81.8571428571429,NA,NA
"L - Belton/Killeen",2020-07-16,84,83.1428571428571,NA,NA
"L - Belton/Killeen",2020-07-17,92,85.8571428571429,NA,NA
"L - Belton/Killeen",2020-07-18,NA,88.1885466266116,87.3032593220538,89.0738339311693
"L - Belton/Killeen",2020-07-19,NA,90.1492045048918,88.193294725423,92.1051142843605
"L - Belton/Killeen",2020-07-20,NA,92.8099965551946,89.6964986388294,95.9234944715598
"L - Belton/Killeen",2020-07-21,NA,94.9832035204273,90.4319883484894,99.5344186923651
"L - Belton/Killeen",2020-07-22,NA,97.1587667731303,91.023970991864,103.293562554397
"L - Belton/Killeen",2020-07-23,NA,99.7037704349531,91.8807798553582,107.526761014548
"L - Belton/Killeen",2020-07-24,NA,101.840422302309,92.1420457798878,111.538798824731
"L - Belton/Killeen",2020-07-25,NA,104.144560893074,92.4695067078219,115.819615078325
"L - Belton/Killeen",2020-07-26,NA,106.575964691968,92.8149511173081,120.336978266628
"L - Belton/Killeen",2020-07-27,NA,108.739523957085,92.7541192670589,124.724928647112
"M - Waco",2020-03-04,NA,NA,NA,NA
"M - Waco",2020-03-05,NA,NA,NA,NA
"M - Waco",2020-03-06,NA,NA,NA,NA
"M - Waco",2020-03-07,NA,NA,NA,NA
"M - Waco",2020-03-08,NA,NA,NA,NA
"M - Waco",2020-03-09,NA,NA,NA,NA
"M - Waco",2020-03-10,NA,NA,NA,NA
"M - Waco",2020-03-11,NA,NA,NA,NA
"M - Waco",2020-03-12,NA,NA,NA,NA
"M - Waco",2020-03-13,NA,NA,NA,NA
"M - Waco",2020-03-14,NA,NA,NA,NA
"M - Waco",2020-03-15,NA,NA,NA,NA
"M - Waco",2020-03-16,NA,NA,NA,NA
"M - Waco",2020-03-17,NA,NA,NA,NA
"M - Waco",2020-03-18,NA,NA,NA,NA
"M - Waco",2020-03-19,NA,NA,NA,NA
"M - Waco",2020-03-20,NA,NA,NA,NA
"M - Waco",2020-03-21,NA,NA,NA,NA
"M - Waco",2020-03-22,NA,NA,NA,NA
"M - Waco",2020-03-23,NA,NA,NA,NA
"M - Waco",2020-03-24,NA,NA,NA,NA
"M - Waco",2020-03-25,NA,NA,NA,NA
"M - Waco",2020-03-26,NA,NA,NA,NA
"M - Waco",2020-03-27,NA,NA,NA,NA
"M - Waco",2020-03-28,NA,NA,NA,NA
"M - Waco",2020-03-29,NA,NA,NA,NA
"M - Waco",2020-03-30,NA,NA,NA,NA
"M - Waco",2020-03-31,NA,NA,NA,NA
"M - Waco",2020-04-01,NA,NA,NA,NA
"M - Waco",2020-04-02,NA,NA,NA,NA
"M - Waco",2020-04-03,NA,NA,NA,NA
"M - Waco",2020-04-04,NA,NA,NA,NA
"M - Waco",2020-04-05,NA,NA,NA,NA
"M - Waco",2020-04-06,NA,NA,NA,NA
"M - Waco",2020-04-07,NA,NA,NA,NA
"M - Waco",2020-04-08,NA,NA,NA,NA
"M - Waco",2020-04-09,NA,NA,NA,NA
"M - Waco",2020-04-10,NA,NA,NA,NA
"M - Waco",2020-04-11,NA,NA,NA,NA
"M - Waco",2020-04-12,9,NA,NA,NA
"M - Waco",2020-04-13,2,NA,NA,NA
"M - Waco",2020-04-14,5,NA,NA,NA
"M - Waco",2020-04-15,5,NA,NA,NA
"M - Waco",2020-04-16,6,NA,NA,NA
"M - Waco",2020-04-17,4,NA,NA,NA
"M - Waco",2020-04-18,4,NA,NA,NA
"M - Waco",2020-04-19,1,NA,NA,NA
"M - Waco",2020-04-20,1,NA,NA,NA
"M - Waco",2020-04-21,3,NA,NA,NA
"M - Waco",2020-04-22,2,NA,NA,NA
"M - Waco",2020-04-23,3,NA,NA,NA
"M - Waco",2020-04-24,3,NA,NA,NA
"M - Waco",2020-04-25,3,NA,NA,NA
"M - Waco",2020-04-26,3,NA,NA,NA
"M - Waco",2020-04-27,2,NA,NA,NA
"M - Waco",2020-04-28,2,NA,NA,NA
"M - Waco",2020-04-29,1,NA,NA,NA
"M - Waco",2020-04-30,1,NA,NA,NA
"M - Waco",2020-05-01,2,NA,NA,NA
"M - Waco",2020-05-02,3,NA,NA,NA
"M - Waco",2020-05-03,3,NA,NA,NA
"M - Waco",2020-05-04,2,NA,NA,NA
"M - Waco",2020-05-05,2,NA,NA,NA
"M - Waco",2020-05-06,1,NA,NA,NA
"M - Waco",2020-05-07,1,NA,NA,NA
"M - Waco",2020-05-08,1,NA,NA,NA
"M - Waco",2020-05-09,1,NA,NA,NA
"M - Waco",2020-05-10,1,NA,NA,NA
"M - Waco",2020-05-11,1,NA,NA,NA
"M - Waco",2020-05-12,1,NA,NA,NA
"M - Waco",2020-05-13,1,NA,NA,NA
"M - Waco",2020-05-14,0,NA,NA,NA
"M - Waco",2020-05-15,2,NA,NA,NA
"M - Waco",2020-05-16,2,NA,NA,NA
"M - Waco",2020-05-17,1,NA,NA,NA
"M - Waco",2020-05-18,2,NA,NA,NA
"M - Waco",2020-05-19,3,NA,NA,NA
"M - Waco",2020-05-20,1,NA,NA,NA
"M - Waco",2020-05-21,0,NA,NA,NA
"M - Waco",2020-05-22,0,NA,NA,NA
"M - Waco",2020-05-23,1,NA,NA,NA
"M - Waco",2020-05-24,1,NA,NA,NA
"M - Waco",2020-05-25,1,NA,NA,NA
"M - Waco",2020-05-26,1,NA,NA,NA
"M - Waco",2020-05-27,0,NA,NA,NA
"M - Waco",2020-05-28,0,NA,NA,NA
"M - Waco",2020-05-29,0,NA,NA,NA
"M - Waco",2020-05-30,0,NA,NA,NA
"M - Waco",2020-05-31,2,NA,NA,NA
"M - Waco",2020-06-01,2,NA,NA,NA
"M - Waco",2020-06-02,2,NA,NA,NA
"M - Waco",2020-06-03,2,NA,NA,NA
